,dPSI_TST11872_iPSC-BIO-1755497-12nM,dPSI_TST11872_iPSC-BIO-1755497-40nM,dPSI_TST11872_iPSC-BIO-1949634-10uM,dPSI_TST11872_iPSC-BIO-1949634-3uM,dPSI_TST11872_iPSC-BIO-2006152-150nM,dPSI_TST11872_iPSC-BIO-2006152-45nM,dPSI_TST11872_iPSC-BIO-2059811-261nM,dPSI_TST11872_iPSC-BIO-2059811-870nM,dPSI_TST11872_iPSC-BIO-2060573-10uM,dPSI_TST11872_iPSC-BIO-2060573-3uM,dPSI_TST11872_iPSC-BIO-2060884-1000nM,dPSI_TST11872_iPSC-BIO-2060884-3700nM,dPSI_TST11872_iPSC-BIO-2070692-1680nM,dPSI_TST11872_iPSC-BIO-2070692-5600nM,dPSI_TST11872_iPSC-BIO-2135644-1uM,dPSI_TST11872_iPSC-BIO-2135644-300nM,dPSI_TST11872_iPSC-BIO-2136770-1000nM,dPSI_TST11872_iPSC-BIO-2136770-300nM,dPSI_TST11872_NGN2-BIO-1755497-12nM,dPSI_TST11872_NGN2-BIO-1755497-40nM,dPSI_TST11872_NGN2-BIO-1949634-10uM,dPSI_TST11872_NGN2-BIO-1949634-3uM,dPSI_TST11872_NGN2-BIO-2006152-150nM,dPSI_TST11872_NGN2-BIO-2006152-45nM,dPSI_TST11872_NGN2-BIO-2059811-261nM,dPSI_TST11872_NGN2-BIO-2059811-870nM,dPSI_TST11872_NGN2-BIO-2060573-10uM,dPSI_TST11872_NGN2-BIO-2060573-3uM,dPSI_TST11872_NGN2-BIO-2060884-1000nM,dPSI_TST11872_NGN2-BIO-2060884-3700nM,dPSI_TST11872_NGN2-BIO-2070692-1680nM,dPSI_TST11872_NGN2-BIO-2070692-5600nM,dPSI_TST11872_NGN2-BIO-2135644-1uM,dPSI_TST11872_NGN2-BIO-2135644-300nM,dPSI_TST11872_NGN2-BIO-2136770-1000nM,dPSI_TST11872_NGN2-BIO-2136770-300nM,minpadj_maxPdPSI_TST11872_iPSC-BIO-1755497-12nM,minpadj_maxPdPSI_TST11872_iPSC-BIO-1755497-40nM,minpadj_maxPdPSI_TST11872_iPSC-BIO-1949634-10uM,minpadj_maxPdPSI_TST11872_iPSC-BIO-1949634-3uM,minpadj_maxPdPSI_TST11872_iPSC-BIO-2006152-150nM,minpadj_maxPdPSI_TST11872_iPSC-BIO-2006152-45nM,minpadj_maxPdPSI_TST11872_iPSC-BIO-2059811-261nM,minpadj_maxPdPSI_TST11872_iPSC-BIO-2059811-870nM,minpadj_maxPdPSI_TST11872_iPSC-BIO-2060573-10uM,minpadj_maxPdPSI_TST11872_iPSC-BIO-2060573-3uM,minpadj_maxPdPSI_TST11872_iPSC-BIO-2060884-1000nM,minpadj_maxPdPSI_TST11872_iPSC-BIO-2060884-3700nM,minpadj_maxPdPSI_TST11872_iPSC-BIO-2070692-1680nM,minpadj_maxPdPSI_TST11872_iPSC-BIO-2070692-5600nM,minpadj_maxPdPSI_TST11872_iPSC-BIO-2135644-1uM,minpadj_maxPdPSI_TST11872_iPSC-BIO-2135644-300nM,minpadj_maxPdPSI_TST11872_iPSC-BIO-2136770-1000nM,minpadj_maxPdPSI_TST11872_iPSC-BIO-2136770-300nM,minpadj_maxPdPSI_TST11872_NGN2-BIO-1755497-12nM,minpadj_maxPdPSI_TST11872_NGN2-BIO-1755497-40nM,minpadj_maxPdPSI_TST11872_NGN2-BIO-1949634-10uM,minpadj_maxPdPSI_TST11872_NGN2-BIO-1949634-3uM,minpadj_maxPdPSI_TST11872_NGN2-BIO-2006152-150nM,minpadj_maxPdPSI_TST11872_NGN2-BIO-2006152-45nM,minpadj_maxPdPSI_TST11872_NGN2-BIO-2059811-261nM,minpadj_maxPdPSI_TST11872_NGN2-BIO-2059811-870nM,minpadj_maxPdPSI_TST11872_NGN2-BIO-2060573-10uM,minpadj_maxPdPSI_TST11872_NGN2-BIO-2060573-3uM,minpadj_maxPdPSI_TST11872_NGN2-BIO-2060884-1000nM,minpadj_maxPdPSI_TST11872_NGN2-BIO-2060884-3700nM,minpadj_maxPdPSI_TST11872_NGN2-BIO-2070692-1680nM,minpadj_maxPdPSI_TST11872_NGN2-BIO-2070692-5600nM,minpadj_maxPdPSI_TST11872_NGN2-BIO-2135644-1uM,minpadj_maxPdPSI_TST11872_NGN2-BIO-2135644-300nM,minpadj_maxPdPSI_TST11872_NGN2-BIO-2136770-1000nM,minpadj_maxPdPSI_TST11872_NGN2-BIO-2136770-300nM
TMTC2,NA,NA,0.437,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.88133092128e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TMTC3,NA,NA,0.308906489846165,NA,NA,NA,NA,NA,NA,NA,NA,0.270074741211702,NA,NA,NA,NA,NA,NA,NA,NA,0.33,NA,NA,NA,NA,NA,NA,NA,NA,0.659340192189555,NA,NA,NA,NA,NA,NA,NA,NA,2.96216111118126e-12,NA,NA,NA,NA,NA,NA,NA,NA,1.96496674274703e-10,NA,NA,NA,NA,NA,NA,NA,NA,0.00201319944621,NA,NA,NA,NA,NA,NA,NA,NA,0.999999909292137,NA,NA,NA,NA,NA,NA
TMTC4,NA,NA,0.477,-0.471404295121632,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.994210690339106,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TMUB2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.477,NA,NA,NA,NA,NA,NA,NA,NA,0.447,NA,0.421,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA
TMX2,NA,NA,0.337,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TMX3,NA,NA,0.331870669201964,NA,NA,NA,NA,NA,NA,NA,NA,0.622408892951432,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.434316303242485,NA,0.624719269311786,-0.303,NA,0.638577760902703,NA,NA,NA,NA,NA,NA,1.14940127761811e-06,NA,NA,NA,NA,NA,NA,NA,NA,2.75165471638563e-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.994510859948915,NA,2.53351478005382e-11,0,NA,7.03722678615427e-08,NA,NA,NA,NA
TNFRSF12A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.451850711014896,0.448630573520727,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.989630690658411,0.991461382849636,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TNFRSF19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.663422097584247,0.457836619823505,NA,NA,NA,0.403777357408125,NA,NA,NA,NA,NA,NA,NA,NA,0.480429844460158,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00620388096532626,0.986387126958136,NA,NA,NA,0.0170815115366723,NA,NA,NA,NA,NA,NA,NA,NA,0.00386712983975912,NA
TNFRSF25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.451,NA,-0.451,NA,-0.444442435627895,NA,-0.451,NA,-0.451,-0.451,-0.451,-0.451,NA,NA,-0.451,-0.735,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.25848714954e-08,NA,1.32011211029e-07,NA,0.936399213490602,NA,7.54473659791e-08,NA,1.9714423756e-09,7.96777572734e-09,5.70540359178e-08,1.84690813595e-08,NA,NA,5.33626983286e-08,1.74333798426e-12
TNIK,NA,NA,0.461617236544712,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.463219280716567,0.28531921251012,NA,NA,NA,NA,NA,NA,NA,0.625526395979783,NA,NA,NA,NA,NA,NA,NA,NA,0.999630852754594,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.08296503016994e-06,0.00069287325282617,NA,NA,NA,NA,NA,NA,NA,2.15716738822263e-09,NA,NA,NA,NA,NA,NA
TNIP1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.549529433454411,-0.438107177956579,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.999850780815398,0.980703709151787,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TNK2,NA,NA,-0.585,-0.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.289347934242962,NA,0.275401924194597,NA,NA,NA,-0.39,0.357006937206201,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000272270850312239,NA,0.000277275610390367,NA,NA,NA,0,0.00470876694607142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TNPO3,NA,NA,0.433267051744514,NA,NA,NA,NA,NA,NA,NA,NA,-0.4,NA,NA,NA,NA,NA,NA,NA,NA,-0.617,-0.333,NA,NA,0.306513887234819,-0.438,NA,NA,-0.345,-0.717,-0.34,-0.558,-0.444,0.268365378212758,NA,NA,NA,NA,2.99963094954525e-08,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0.000375522891034091,0,NA,NA,0,0,0,0,0,8.45241801833593e-07,NA,NA
TNRC6A,NA,NA,-0.348,-0.318,0.366518194549096,NA,0.497173839782417,-0.307,-0.303,0.611595533852506,0.447,0.368,0.508561132057039,0.373,0.283849501444097,NA,0.563450705924252,NA,NA,NA,0.529974202247136,0.459749901548871,NA,NA,0.275361891452079,0.448900402899253,0.276910242630601,0.503778026399948,0.451115431087824,0.314,0.449202063788932,0.464676635226557,0.565656956488647,NA,NA,NA,NA,NA,0,0,0.955145617444516,NA,0.999999999999737,0,0,1,0,0,0.999999999999949,0,5.00885849165791e-21,NA,0.0343263848527454,NA,NA,NA,5.75738062955168e-12,5.26918591103234e-15,NA,NA,1.76356678278292e-07,3.53110555979571e-14,1.06740793784902e-15,0.999999628361702,3.397489928413e-15,0,0.999977973423866,8.56368623699121e-16,0.999999999999732,NA,NA,NA
TNRC6B,NA,NA,0.462591226895106,0.335025603495142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.784870757297396,0.409187365384268,NA,NA,NA,0.255199512698817,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.91470588139309e-11,4.58988991636683e-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.32821099619175e-08,1.83123171517963e-07,NA,NA,NA,2.12113070667551e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TNRC6C,NA,NA,0.538,0.421,NA,NA,NA,NA,NA,NA,0.318,0.379,NA,0.301,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,7.81154917465e-11,NA,NA,NA,NA,NA,NA,7.40356955473e-06,6.72804133638e-09,NA,1.12019348333e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TNS3,NA,NA,0.964741426112984,0.965223998226392,NA,NA,-0.412046003448684,0.765686995282477,NA,-0.595402877764796,NA,NA,-0.477580931262301,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.99999999999999,0.999999999999986,NA,NA,0.938535333001679,0.99999999726592,NA,0.999979074774417,NA,NA,0.994832114216788,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TOE1,NA,NA,-0.545,-0.34,NA,NA,0.72019868338535,-0.338,NA,NA,NA,0.374272057863274,NA,-0.344,-0.354,NA,0.889939144597348,NA,NA,NA,0.973727230588299,0.290813324488517,NA,NA,0.604146224457324,0.974168556023396,0.695635616985072,NA,NA,0.601636373366386,0.453503614779323,0.926444573412572,0.756021839133115,NA,0.847890439390187,NA,NA,NA,0,0,NA,NA,5.30209823666993e-05,2.09537101955e-10,NA,NA,NA,1.74910139596319e-06,NA,0,0,NA,1.40167137350893e-06,NA,NA,NA,0.999999999999988,0.0245937817297522,NA,NA,0.999987967427766,5.75604850273978e-05,1.65523676692723e-05,NA,NA,0.00178843577832759,0.99061636235327,0.999999999999988,0.00203568465994724,NA,0.00673001838534738,NA
TOGARAM1,NA,NA,0.356,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.432580600773984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.81352151165e-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.940256669590777,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TOLLIP,NA,NA,0.377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.92051531473e-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TOMM34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.278635392502942,NA,NA,NA,NA,NA,NA,NA,NA,0.304,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00230736496373874,NA,NA,NA,NA,NA,NA,NA,NA,4.15983169578e-05,NA,NA,NA,NA,NA,NA
TONSL,NA,NA,-0.395,NA,NA,NA,NA,NA,NA,NA,NA,-0.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TOP3A,NA,NA,0.511,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.511,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.1465788704e-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TOX3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.273499884504534,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0153267329411811,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TP53INP1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.427,-0.429,0.38788401010266,NA,0.384689783112626,-0.399,-0.438,-0.366,-0.383,-0.368,-0.343,-0.423,-0.377,-0.337,-0.385,-0.304,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0.946909507795201,NA,0.931314938594054,0,0,0,0,0,0,0,0,0,0,8.94773668354e-10
TPGS2,NA,NA,-0.587,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.701,-0.41,NA,NA,-0.376,-0.344,-0.31,NA,NA,-0.789,NA,-0.769,-0.762,NA,-0.797,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,0,6.21985413005e-09,NA,NA,0,NA,0,0,NA,0,NA
TPM3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.365,0.311,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.23492933013e-06,0.00597527280269,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TPMT,NA,NA,0.590031689332651,0.292920780572782,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.6662456241908e-10,2.21852398800857e-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TPP1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.323,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.53279884134e-07,NA,NA,NA,NA,NA,NA
TPP2,NA,NA,0.606,0.452,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.3,0.287742953099892,NA,NA,NA,0.274516954772089,NA,NA,NA,0.384305064856077,NA,0.25366200284546,0.261828704271441,NA,NA,NA,NA,NA,0,1.80126870139e-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.16323370943e-07,1.19338814670312e-05,NA,NA,NA,1.68111864160062e-05,NA,NA,NA,0.000199935620588913,NA,2.86609910470633e-05,5.50797177397082e-06,NA,NA,NA
TPRN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.482670961053933,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.99485585129638,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TPT1-AS1,NA,NA,0.60371506816639,0.496339570576474,NA,NA,NA,NA,-0.311843509685292,NA,0.309057062464831,0.380281598059632,NA,0.312833089260794,-0.251390907314708,NA,NA,NA,NA,NA,-0.283257144307881,NA,NA,NA,NA,NA,NA,NA,NA,-0.251779479031329,NA,NA,NA,NA,NA,NA,NA,NA,0.000560048486002572,0.00116976242725967,NA,NA,NA,NA,0.0158685987831683,NA,0.000752162423636173,5.5037976786283e-05,NA,7.47974463231453e-05,0.0166255481272372,NA,NA,NA,NA,NA,0.000479963107544488,NA,NA,NA,NA,NA,NA,NA,NA,0.000389167084513207,NA,NA,NA,NA,NA,NA
TPTEP2,NA,0.438213143384741,0.682763208566587,0.639234509755833,-0.478,0.351787572600944,-0.789,0.626517124889978,-0.625,-0.524,0.481310961228629,0.641735921142184,-0.724,0.661680991767343,-0.742,0.517390965525771,-0.765,-0.575,NA,0.258589968383557,-0.943,-0.83,-0.501,NA,-0.722,-0.822,-0.745,-0.616,-0.507,-0.877,-0.72,-0.94,-0.88,-0.567,-0.836,-0.809,NA,0.985979025042133,0.000322476953901546,7.83704807492065e-07,7.1991891518e-10,0.0142179924016862,0,3.76457132381561e-05,1.23052304041e-11,1.45454759348e-11,0.00410557710968139,0.00147484146605309,0,0.00187269169702381,0,0.00448042213566784,0,3.94238790699e-12,NA,0.00959267476917188,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0
TRA2A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.353,NA,NA,NA,NA,NA,NA,NA,NA,0.317,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,2.99885402989e-09,NA,NA,NA,NA,NA,NA
TRAF2,NA,NA,0.3104913087055,NA,NA,NA,NA,NA,NA,NA,NA,0.400539310854981,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00221485108943199,NA,NA,NA,NA,NA,NA,NA,NA,0.00054435201740107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TRAF3,NA,NA,0.943100583157992,0.907934787073289,NA,NA,NA,-0.638382329493879,0.534897516397665,NA,0.608667801412373,-0.969816273624642,NA,NA,NA,NA,0.45405326451099,NA,NA,NA,-0.409,-0.393,NA,NA,0.576807672114318,-0.397,-0.35,0.656601790106061,-0.387,-0.398,0.798132718114548,-0.395,0.690522966445164,NA,-0.37,NA,NA,NA,0.999999999999991,0.99999999999999,NA,NA,NA,0.999997982699805,0.999291774344808,NA,0.999922904679136,0.999999999999988,NA,NA,NA,NA,0.983276782144264,NA,NA,NA,0,3.04566113579e-14,NA,NA,0.0207883084879116,0,0,3.0037039791721e-05,0,0,1.15988217924931e-05,0,0.00809561042112086,NA,6.92927197103e-14,NA
TRAF4,NA,NA,-0.397,NA,NA,NA,NA,-0.373,NA,NA,-0.315,-0.362,-0.375,-0.321,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.04463063855e-13,NA,NA,NA,NA,7.86418401759e-10,NA,NA,0.0259032196865,3.23677996217e-08,0.000118986173614,5.60489622094e-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TRAFD1,NA,NA,-0.301,0.291098398556254,NA,NA,NA,0.281518831041074,NA,NA,0.313877184670731,0.30714550727241,NA,0.346923018615103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.000666086052960183,NA,NA,NA,0.00372543810612526,NA,NA,0.000351398541541874,0.00230887737277797,NA,0.00122512494668673,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TRAIP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.444,0.300873666306521,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.88305943239e-13,0.00201835341716147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TRAPPC10,NA,NA,-0.382466842366655,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.956080439752201,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TRAPPC11,NA,NA,0.304,NA,NA,NA,NA,NA,NA,NA,NA,0.271780536382721,NA,0.276584112050551,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0.0283593882671053,NA,0.00596180464625255,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TRAPPC12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.362263942529245,NA,NA,NA,NA,NA,NA,NA,NA,0.403588139015429,NA,0.291296693855263,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.921826604003383,NA,NA,NA,NA,NA,NA,NA,NA,0.000202307056286461,NA,0.000585916391255736,NA,NA,NA,NA
TRAPPC13,NA,NA,NA,0.265730500747082,NA,NA,0.456,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.389,NA,0.382,NA,0.322,NA,NA,0.371,0.353,NA,NA,NA,0.428,NA,NA,NA,NA,NA,0.445,NA,NA,NA,NA,0.000111778639786013,NA,NA,0.000136662761843,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00502305173035,NA,0.0231524381954,NA,0.0161545436017,NA,NA,0.0115696618938,0.0168186915794,NA,NA,NA,0.000971783076788,NA,NA,NA,NA,NA,0.00578659949507,NA
TRAPPC2,NA,NA,-0.286450149890998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.301979142909818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00369885864537568,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00468715284798865,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
